posi_id,title,issn,old_url,new_url
POSI-J-023476,"Physica C Superconductivity",0921-4534,"https://www.journals.elsevier.com/physica-c-superconductivity-and-its-applications","https://www.sciencedirect.com/science/journal/09214534"
POSI-J-023479,"Journal of Molecular Liquids",0167-7322,"https://www.journals.elsevier.com/journal-of-molecular-liquids","https://www.sciencedirect.com/science/journal/01677322"
POSI-J-023481,"Applied Energy",0306-2619,"https://www.journals.elsevier.com/applied-energy","https://www.sciencedirect.com/science/journal/03062619"
POSI-J-023482,"Renewable Energy",0960-1481,"https://www.journals.elsevier.com/renewable-energy","https://www.sciencedirect.com/science/journal/09601481"
POSI-J-023483,"Marine Pollution Bulletin",0025-326X,"https://www.journals.elsevier.com/marine-pollution-bulletin","https://www.sciencedirect.com/science/journal/0025326X"
POSI-J-023485,"Neurocomputing",0925-2312,"http://www.elsevier.com/locate/neucom","https://www.sciencedirect.com/science/journal/09252312"
POSI-J-023486,"Advances in Space Research",0273-1177,"https://www.journals.elsevier.com/advances-in-space-research","https://www.sciencedirect.com/science/journal/02731177"
POSI-J-023487,"Journal of Pharmaceutical Sciences",0022-3549,"https://www.sciencedirect.com/journal/journal-of-pharmaceutical-sciences","https://www.sciencedirect.com/science/journal/00223549"
POSI-J-023489,"Materials Chemistry and Physics",0254-0584,"https://www.journals.elsevier.com/materials-chemistry-and-physics","https://www.sciencedirect.com/science/journal/02540584"
POSI-J-023493,"Ocean Engineering",0029-8018,"https://www.journals.elsevier.com/ocean-engineering","https://www.sciencedirect.com/science/journal/00298018"
POSI-J-023494,"Journal of Membrane Science",0376-7388,"http://www.elsevier.com/wps/find/journaldescription.cws_home/502692/description","https://www.sciencedirect.com/science/journal/03767388"
POSI-J-023495,"Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy",1386-1425,"http://www.journals.elsevier.com/spectrochimica-acta-part-a-molecular-and-biomolecular-spectroscopy","https://www.sciencedirect.com/science/journal/13861425"
POSI-J-023496,"Public Health",0033-3506,"https://www.journals.elsevier.com/public-health","https://www.sciencedirect.com/science/journal/00333506"
POSI-J-023500,"Geochimica et Cosmochimica Acta",0016-7037,"http://www.elsevier.com/wps/find/journaldescription.cws_home/212/description","https://www.sciencedirect.com/science/journal/00167037"
POSI-J-023504,"Mayo Clinic Proceedings",0025-6196,"https://www.sciencedirect.com/journal/mayo-clinic-proceedings","https://www.sciencedirect.com/science/journal/00256196"
POSI-J-023510,"Applied Mathematics and Computation",0096-3003,"https://www.journals.elsevier.com/applied-mathematics-and-computation","https://www.sciencedirect.com/science/journal/00963003"
POSI-J-023518,"Journal of Biomechanics",0021-9290,"https://www.journals.elsevier.com/journal-of-biomechanics","https://www.sciencedirect.com/science/journal/00219290"
POSI-J-023519,"Microchemical Journal",0026-265X,"https://www.journals.elsevier.com/microchemical-journal","https://www.sciencedirect.com/science/journal/0026265X"
POSI-J-023520,"Journal of Solid State Chemistry",0022-4596,"http://www.journals.elsevier.com/journal-of-solid-state-chemistry/","https://www.sciencedirect.com/science/journal/00224596"
POSI-J-023521,"Wear",0043-1648,"http://www.elsevier.com/wps/find/journaldescription.cws_home/504107/description","https://www.sciencedirect.com/science/journal/00431648"
POSI-J-023525,"Journal of Catalysis",0021-9517,"http://www.journals.elsevier.com/journal-of-catalysis/","https://www.sciencedirect.com/science/journal/00219517"
POSI-J-023527,"Powder Technology",0032-5910,"https://www.journals.elsevier.com/powder-technology","https://www.sciencedirect.com/science/journal/00325910"
POSI-J-023528,"Environmental Research",0013-9351,"http://www.journals.elsevier.com/environmental-research/","https://www.sciencedirect.com/science/journal/00139351"
POSI-J-023533,"Engineering Structures",0141-0296,"https://www.journals.elsevier.com/engineering-structures","https://www.sciencedirect.com/science/journal/01410296"
POSI-J-023534,"Biomaterials",0142-9612,"http://www.journals.elsevier.com/biomaterials","https://www.sciencedirect.com/science/journal/01429612"
POSI-J-023535,"Thermochimica Acta",0040-6031,"https://www.journals.elsevier.com/thermochimica-acta","https://www.sciencedirect.com/science/journal/00406031"
POSI-J-023536,"Energy Conversion and Management",0196-8904,"https://www.journals.elsevier.com/energy-conversion-and-management","https://www.sciencedirect.com/science/journal/01968904"
POSI-J-023538,"Optik",0030-4026,"http://www.elsevier.com/wps/find/journaldescription.cws_home/701788/description#description","https://www.sciencedirect.com/science/journal/00304026"
POSI-J-023539,"Journal of Physics and Chemistry of Solids",0022-3697,"https://www.journals.elsevier.com/journal-of-physics-and-chemistry-of-solids","https://www.sciencedirect.com/science/journal/00223697"
POSI-J-023541,"Atmospheric Environment",1352-2310,"https://www.journals.elsevier.com/atmospheric-environment","https://www.sciencedirect.com/science/journal/13522310"
POSI-J-023542,"Journal of Energy Storage",2352-152X,"https://www.journals.elsevier.com/journal-of-energy-storage","https://www.sciencedirect.com/science/journal/2352152X"
POSI-J-023544,"Carbohydrate Research",0008-6215,"https://www.journals.elsevier.com/carbohydrate-research","https://www.sciencedirect.com/science/journal/00086215"
POSI-J-023546,"Measurement",0263-2241,"https://www.journals.elsevier.com/measurement","https://www.sciencedirect.com/science/journal/02632241"
POSI-J-023548,"Earth and Planetary Science Letters",0012-821X,"http://www.elsevier.com/wps/find/journaldescription.cws_home/503328/description","https://www.sciencedirect.com/science/journal/0012821X"
POSI-J-023549,"Acta Materialia",1359-6454,"https://www.sciencedirect.com/journal/acta-materialia","https://www.sciencedirect.com/science/journal/13596454"
POSI-J-023550,"Synthetic Metals",0379-6779,"http://www.sciencedirect.com/science/journal/03796779","https://www.sciencedirect.com/science/journal/03796779"
POSI-J-023552,"Journal of Computational Physics",0021-9991,"http://www.elsevier.com/locate/jcp","https://www.sciencedirect.com/science/journal/00219991"
POSI-J-023555,"Journal of Luminescence",0022-2313,"http://www.sciencedirect.com/science/journal/00222313","https://www.sciencedirect.com/science/journal/00222313"
POSI-J-000506,"Journal of Biological Chemistry",0021-9258,"https://www.sciencedirect.com/journal/journal-of-biological-chemistry","https://www.sciencedirect.com/science/journal/00219258"
POSI-J-023560,"Biochemical and Biophysical Research Communications",0006-291X,"http://www.elsevier.com/wps/find/journaldescription.cws_home/622790/description","https://www.sciencedirect.com/science/journal/0006291X"
POSI-J-023562,"Brain Research",0006-8993,"https://www.journals.elsevier.com/brain-research","https://www.sciencedirect.com/science/journal/00068993"
POSI-J-023565,"European Journal of Pharmacology",0014-2999,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506087/description#description","https://www.sciencedirect.com/science/journal/00142999"
POSI-J-000532,"Journal of Dairy Science",0022-0302,"https://www.journals.elsevier.com/journal-of-dairy-science","https://www.sciencedirect.com/science/journal/00220302"
POSI-J-023567,"European Journal of Cancer",0959-8049,"https://www.journals.elsevier.com/european-journal-of-cancer","https://www.sciencedirect.com/science/journal/09598049"
POSI-J-023569,"Neuroscience Letters",0304-3940,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506081/description#description","https://www.sciencedirect.com/science/journal/03043940"
POSI-J-023571,"Life Sciences",0024-3205,"http://www.elsevier.com/wps/find/journaldescription.cws_home/525477/description","https://www.sciencedirect.com/science/journal/00243205"
POSI-J-023574,"Journal of Molecular Biology",0022-2836,"http://www.elsevier.com/locate/issn/0022-2836","https://www.sciencedirect.com/science/journal/00222836"
POSI-J-023576,"Phytochemistry",0031-9422,"http://www.journals.elsevier.com/phytochemistry/","https://www.sciencedirect.com/science/journal/00319422"
POSI-J-000539,"Poultry Science",0032-5791,"https://www.journals.elsevier.com/poultry-science","https://www.sciencedirect.com/science/journal/00325791"
POSI-J-023577,"Archives of Biochemistry and Biophysics",0003-9861,"http://www.elsevier.com/locate/yabbi","https://www.sciencedirect.com/science/journal/00039861"
POSI-J-023581,"Biochemical Pharmacology",0006-2952,"http://www.elsevier.com/wps/find/journaldescription.cws_home/525454/description","https://www.sciencedirect.com/science/journal/00062952"
POSI-J-023584,"Bioorganic & Medicinal Chemistry Letters",0960-894X,"https://www.journals.elsevier.com/bioorganic-and-medicinal-chemistry-letters","https://www.sciencedirect.com/science/journal/0960894X"
POSI-J-023586,"Biological Psychiatry",0006-3223,"https://www.sciencedirect.com/journal/biological-psychiatry","https://www.sciencedirect.com/science/journal/00063223"
POSI-J-023589,"Clinica Chimica Acta",0009-8981,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506018/description#description","https://www.sciencedirect.com/science/journal/00098981"
POSI-J-023590,"Virology",0042-6822,"http://www.journals.elsevier.com/virology/","https://www.sciencedirect.com/science/journal/00426822"
POSI-J-023592,"Neuroscience",0306-4522,"http://journals.elsevier.com/03064522/neuroscience/","https://www.sciencedirect.com/science/journal/03064522"
POSI-J-000553,"NeuroImage",1053-8119,"http://www.elsevier.com/locate/ynimg","https://www.sciencedirect.com/science/journal/10538119"
POSI-J-023597,"Gene",0378-1119,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506033/description","https://www.sciencedirect.com/science/journal/03781119"
POSI-J-023599,"International Journal of Pharmaceutics",0378-5173,"http://www.elsevier.com/wps/find/journaldescription.cws_home/505513/description#description","https://www.sciencedirect.com/science/journal/03785173"
POSI-J-023602,"Aquaculture",0044-8486,"http://www.elsevier.com/wps/find/journaldescription.cws_home/503302/description","https://www.sciencedirect.com/science/journal/00448486"
POSI-J-023604,"Carbohydrate Polymers",0144-8617,"https://www.journals.elsevier.com/carbohydrate-polymers","https://www.sciencedirect.com/science/journal/01448617"
POSI-J-023610,"Current Biology",0960-9822,"https://www.sciencedirect.com/journal/current-biology","https://www.sciencedirect.com/science/journal/09609822"
POSI-J-023613,"Clinical Neurophysiology",1388-2457,"http://www.journals.elsevier.com/clinical-neurophysiology/","https://www.sciencedirect.com/science/journal/13882457"
POSI-J-023623,"Developmental Biology",0012-1606,"http://www.elsevier.com/wps/find/journaldescription.cws_home/622816/description#description","https://www.sciencedirect.com/science/journal/00121606"
POSI-J-023625,"Molecular Therapy",1525-0016,"https://www.journals.elsevier.com/molecular-therapy","https://www.sciencedirect.com/science/journal/15250016"
POSI-J-023627,"Journal of Ethnopharmacology",0378-8741,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506035/description#description","https://www.sciencedirect.com/science/journal/03788741"
POSI-J-023632,"Biomedicine & Pharmacotherapy",0753-3322,"https://www.journals.elsevier.com/biomedicine-and-pharmacotherapy","https://www.sciencedirect.com/science/journal/07533322"
POSI-J-023637,"Biosensors and Bioelectronics",0956-5663,"http://www.journals.elsevier.com/biosensors-and-bioelectronics/","https://www.sciencedirect.com/science/journal/09565663"
POSI-J-023638,"Toxicon",0041-0101,"http://www.elsevier.com/wps/find/journaldescription.cws_home/259/description","https://www.sciencedirect.com/science/journal/00410101"
POSI-J-023640,"Biochimica et Biophysica Acta (BBA) - Biomembranes",0005-2736,"https://www.journals.elsevier.com/biochimica-et-biophysica-acta-biomembranes","https://www.sciencedirect.com/science/journal/00052736"
POSI-J-000576,"LWT",0023-6438,"https://www.sciencedirect.com/journal/lwt","https://www.sciencedirect.com/science/journal/00236438"
POSI-J-023648,"Food Research International",0963-9969,"https://www.journals.elsevier.com/food-research-international","https://www.sciencedirect.com/science/journal/09639969"
POSI-J-023649,"Cancer Letters",0304-3835,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506050/description","https://www.sciencedirect.com/science/journal/03043835"
POSI-J-023652,"Toxicology and Applied Pharmacology",0041-008X,"http://www.elsevier.com/wps/find/journaldescription.cws_home/622951/description#description","https://www.sciencedirect.com/science/journal/0041008X"
POSI-J-023655,"Journal of Controlled Release",0168-3659,"http://www.elsevier.com/wps/find/journaldescription.cws_home/502690/description#description","https://www.sciencedirect.com/science/journal/01683659"
POSI-J-023656,"Journal of Theoretical Biology",0022-5193,"http://www.journals.elsevier.com/journal-of-theoretical-biology/","https://www.sciencedirect.com/science/journal/00225193"
POSI-J-023659,"Biotechnology Advances",0734-9750,"http://www.journals.elsevier.com/biotechnology-advances/","https://www.sciencedirect.com/science/journal/07349750"
POSI-J-000599,"Neuroscience Research",0168-0102,"https://www.journals.elsevier.com/neuroscience-research","https://www.sciencedirect.com/science/journal/01680102"
POSI-J-023660,"Animal Behaviour",0003-3472,"http://www.elsevier.com/wps/find/journaldescription.cws_home/622782/description#description","https://www.sciencedirect.com/science/journal/00033472"
POSI-J-023664,"Pharmacology Biochemistry and Behavior",0091-3057,"http://www.journals.elsevier.com/pharmacology-biochemistry-and-behavior/","https://www.sciencedirect.com/science/journal/00913057"
POSI-J-023665,"Biochimica et Biophysica Acta (BBA) - General Subjects",0304-4165,"https://www.journals.elsevier.com/biochimica-et-biophysica-acta-general-subjects","https://www.sciencedirect.com/science/journal/03044165"
POSI-J-023666,"Behavioural Brain Research",0166-4328,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506045/description","https://www.sciencedirect.com/science/journal/01664328"
POSI-J-023668,"Scientia Horticulturae",0304-4238,"https://www.journals.elsevier.com/scientia-horticulturae","https://www.sciencedirect.com/science/journal/03044238"
POSI-J-023670,"Experimental Neurology",0014-4886,"http://www.journals.elsevier.com/experimental-neurology","https://www.sciencedirect.com/science/journal/00144886"
POSI-J-023671,"International Immunopharmacology",1567-5769,"https://www.journals.elsevier.com/international-immunopharmacology","https://www.sciencedirect.com/science/journal/15675769"
POSI-J-023673,"Human Immunology",0198-8859,"http://www.elsevier.com/locate/humimm","https://www.sciencedirect.com/science/journal/01988859"
POSI-J-023675,"Vision Research",0042-6989,"http://www.elsevier.com/wps/find/journaldescription.cws_home/263/description#description","https://www.sciencedirect.com/science/journal/00426989"
POSI-J-023679,"Journal of Biotechnology",0168-1656,"http://www.journals.elsevier.com/journal-of-biotechnology/#description","https://www.sciencedirect.com/science/journal/01681656"
POSI-J-023688,"Neuropharmacology",0028-3908,"http://www.elsevier.com/locate/neuropharm","https://www.sciencedirect.com/science/journal/00283908"
POSI-J-023695,"Radiation Physics and Chemistry",0969-806X,"https://www.journals.elsevier.com/radiation-physics-and-chemistry","https://www.sciencedirect.com/science/journal/0969806X"
POSI-J-023698,"Biochimica et Biophysica Acta (BBA) - Bioenergetics",0005-2728,"https://www.journals.elsevier.com/biochimica-et-biophysica-acta-bioenergetics","https://www.sciencedirect.com/science/journal/00052728"
POSI-J-023699,"Food Hydrocolloids",0268-005X,"https://www.journals.elsevier.com/food-hydrocolloids","https://www.sciencedirect.com/science/journal/0268005X"
POSI-J-023703,"Experimental Eye Research",0014-4835,"https://www.journals.elsevier.com/experimental-eye-research","https://www.sciencedirect.com/science/journal/00144835"
POSI-J-023708,"General and Comparative Endocrinology",0016-6480,"http://www.journals.elsevier.com/general-and-comparative-endocrinology/","https://www.sciencedirect.com/science/journal/00166480"
POSI-J-023711,"Forensic Science International",0379-0738,"https://www.journals.elsevier.com/forensic-science-international","https://www.sciencedirect.com/science/journal/03790738"
POSI-J-023714,"Food Control",0956-7135,"https://www.journals.elsevier.com/food-control","https://www.sciencedirect.com/science/journal/09567135"
POSI-J-023720,"Soil Biology and Biochemistry",0038-0717,"https://www.journals.elsevier.com/soil-biology-and-biochemistry","https://www.sciencedirect.com/science/journal/00380717"
POSI-J-000640,"Data in Brief",2352-3409,"https://www.journals.elsevier.com/data-in-brief","https://www.sciencedirect.com/science/journal/23523409"
POSI-J-000641,"Journal of Food Protection",0362-028X,"https://www.sciencedirect.com/journal/journal-of-food-protection","https://www.sciencedirect.com/science/journal/0362028X"
POSI-J-023730,"Molecular and Cellular Endocrinology",0303-7207,"http://www.elsevier.com/wps/find/journaldescription.cws_home/506028/description","https://www.sciencedirect.com/science/journal/03037207"
POSI-J-023733,"Fish & Shellfish Immunology",1050-4648,"https://www.journals.elsevier.com/fish-and-shellfish-immunology","https://www.sciencedirect.com/science/journal/10504648"
POSI-J-023734,"International Journal of Food Microbiology",0168-1605,"https://www.journals.elsevier.com/international-journal-of-food-microbiology","https://www.sciencedirect.com/science/journal/01681605"
POSI-J-023735,"Cellular Immunology",0008-8749,"https://www.journals.elsevier.com/cellular-immunology","https://www.sciencedirect.com/science/journal/00088749"
POSI-J-023736,"Toxicology",0300-483X,"http://www.elsevier.com/wps/find/journaldescription.cws_home/505518/description#description","https://www.sciencedirect.com/science/journal/0300483X"
POSI-J-023740,"Veterinary Microbiology",0378-1135,"https://www.journals.elsevier.com/veterinary-microbiology","https://www.sciencedirect.com/science/journal/03781135"
POSI-J-000651,"Pharmacological Research",1043-6618,"https://www.journals.elsevier.com/pharmacological-research","https://www.sciencedirect.com/science/journal/10436618"
POSI-J-023741,"Peptides",0196-9781,"http://www.journals.elsevier.com/peptides","https://www.sciencedirect.com/science/journal/01969781"
POSI-J-000652,"Brain Research Bulletin",0361-9230,"https://www.journals.elsevier.com/brain-research-bulletin","https://www.sciencedirect.com/science/journal/03619230"
POSI-J-023742,"Journal of Food Engineering",0260-8774,"https://www.journals.elsevier.com/journal-of-food-engineering","https://www.sciencedirect.com/science/journal/02608774"
POSI-J-023743,"Neuropsychologia",0028-3932,"https://www.journals.elsevier.com/neuropsychologia","https://www.sciencedirect.com/science/journal/00283932"
POSI-J-000657,"Geoderma",0016-7061,"https://www.journals.elsevier.com/geoderma","https://www.sciencedirect.com/science/journal/00167061"
POSI-J-023744,"International Journal of Antimicrobial Agents",0924-8579,"https://www.journals.elsevier.com/international-journal-of-antimicrobial-agents","https://www.sciencedirect.com/science/journal/09248579"
POSI-J-023745,"Cytokine",1043-4666,"https://www.journals.elsevier.com/cytokine","https://www.sciencedirect.com/science/journal/10434666"
POSI-J-023754,"Journal of the Franklin Institute",0016-0032,"https://www.journals.elsevier.com/journal-of-the-franklin-institute","https://www.sciencedirect.com/science/journal/00160032"
POSI-J-023762,"Vaccine",0264-410X,"http://www.elsevier.com/locate/vaccine","https://www.sciencedirect.com/science/journal/0264410X"
POSI-J-023765,"Expert Systems with Applications",0957-4174,"https://www.journals.elsevier.com/expert-systems-with-applications","https://www.sciencedirect.com/science/journal/09574174"
POSI-J-023769,"European Journal of Operational Research",0377-2217,"https://www.journals.elsevier.com/european-journal-of-operational-research","https://www.sciencedirect.com/science/journal/03772217"
